,name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,number_of_reviews_ltm,minimum_stay
8206,mali. 1MIN to Ploenchit BTS/ 4BR Duplex Penthouse,Parthum Wan,13.74265,100.54932,Entire home/apt,8881,1,101,2.4,2,46,Short-Term
8223,at BTS/metro New luxury room + free wifi 3/1,Thon buri,13.71062,100.47084,Private room,456,1,76,1.8,5,29,Short-Term
8224,at BTS/metro New luxury room + free wifi 3/2,Thon buri,13.71246,100.47286,Private room,488,1,106,2.52,5,46,Short-Term
8254,"Cozy 2BD | 7min MRT, Mall, Jodd Fair, Ratchada",Din Daeng,13.75714,100.5614,Entire home/apt,2597,1,3,1.8,2,3,Short-Term
8290,Anonymous Common House - The Aviator (Jacuzzi),Bang Rak,13.72463,100.52335,Entire home/apt,7143,2,129,3.06,8,39,Short-Term
8291,Anonymous Common House - The Himba Tribe,Bang Rak,13.72318,100.52483,Private room,2229,2,72,1.72,8,36,Short-Term
8304,Lovely 2-bedroom with Skyline view near BTS,Thon buri,13.7167,100.48149,Entire home/apt,1112,3,17,2.49,2,17,Short-Term
8350,F4.9/超值/四人高级公寓套房/曼谷中心/T21商场/asok轻轨站/素坤逸地铁站/无边际泳池/,Khlong Toei,13.7368,100.55698,Entire home/apt,2471,1,103,2.45,21,44,Short-Term
8370,Ratchada Modern Double Room Private Shower Popcorn,Huai Khwang,13.76933,100.57445,Entire home/apt,867,1,250,6.07,6,138,Short-Term
8419,at BTS/metro New luxury room + free wifi 2/1,Thon buri,13.71244,100.47143,Private room,491,1,82,1.96,5,33,Short-Term
8517,CR01：市中心泳池一居室/BTS Asoke/獨立廚房/多功能健身房/近Terminal 21百貨,Khlong Toei,13.73596,100.55836,Entire home/apt,1034,3,10,3.85,8,10,Short-Term
8578,The Anonymous Townhouse - Isaan,Bang Rak,13.72406,100.51976,Entire home/apt,1479,2,102,2.46,8,48,Short-Term
8664,Quality Sleep in Best Location Old Town BKK+SUBWAY,Phra Nakhon,13.74749,100.49848,Hotel room,530,1,120,2.99,24,45,Short-Term
8672,M·叁 曼谷摩天轮夜市/湄南河/四面佛/帕蓬夜市/大皇宫,Bang Kho laen,13.70206,100.49937,Entire home/apt,1189,2,3,3.0,2,3,Short-Term
8679,8/ Luxury living sky pool 5mins walk BTS Asok Nana,Khlong Toei,13.736,100.55671,Entire home/apt,1912,2,98,2.43,9,44,Short-Term
8680,"DOUBLE AIRPORT 10MIN, NICE VIEW ROOFTOP",Lat Krabang,13.71943,100.75399,Hotel room,633,1,74,1.83,4,32,Short-Term
8695,Spacious | Relaxing★2BD kitchen | living | terrace,Vadhana,13.72262,100.58537,Entire home/apt,4674,3,69,1.68,4,20,Short-Term
8697,★2 BD kitchen | living | balcony ★ 5 Ekkamai,Vadhana,13.72439,100.58015,Entire home/apt,4825,3,70,1.71,4,20,Short-Term
8703,30days! Sukhumvit NANA spacious 1BR  near BTS,Ratchathewi,13.75071,100.55633,Entire home/apt,1466,3,80,1.98,228,34,Short-Term
8705,"2-bedroom flat, great views, close to Bumrungrad",Khlong Toei,13.73754,100.55321,Entire home/apt,1212,3,2,2.0,1,2,Short-Term
8716,Joyful & Modern Home. Safe area with foods & 7-11,Din Daeng,13.7646484375,100.56599426269533,Entire home/apt,8957,1,8,3.29,1,8,Short-Term
8796,F6.0新房特惠/豪华单间/曼谷市中心/双轨交汇/ Asok/MRT素空逸/T21商场/网红无边泳池,Khlong Toei,13.73678,100.55711,Entire home/apt,1671,1,99,2.43,21,49,Short-Term
8806,F4.0/超值/四人高级公寓套房/曼谷中心/T21商场/asok轻轨站/素坤逸地铁站/无边际泳池/,Khlong Toei,13.73698,100.55754,Entire home/apt,2386,1,78,1.92,21,31,Short-Term
8846,The Anonymous Townhouse - Bangkok (duplex),Bang Rak,13.72429,100.5196,Hotel room,1850,2,71,1.8,8,46,Short-Term
8858,30days!  Sukhumvit NANA spacious 1BR 2PPL near BTS,Ratchathewi,13.75089,100.55638,Entire home/apt,1466,3,77,1.9,228,15,Short-Term
8891,"Private Room, City Center, MRT, WiFi, Netflix C2",Ratchathewi,13.75507,100.56167,Private room,871,1,81,2.04,7,32,Short-Term
8899,Bangkok Centre/BTS Phrakhanong 450m/Superior Room,Khlong Toei,13.71286,100.5927,Hotel room,720,1,92,2.28,3,0,Short-Term
8903,APT476 | 3rd Fl. | 2 BDR | 1min walk to Subway,Parthum Wan,13.73831,100.51779,Entire home/apt,4269,1,130,3.31,14,43,Short-Term
8904,"Private Room, City Center, MRT, WiFi, Netflix B2",Ratchathewi,13.75519,100.56121,Private room,796,1,76,1.91,7,43,Short-Term
8924,3BR-ICONIC DUPLEX-Phrakhanong BTS-漂亮的房子,Vadhana,13.7193,100.59911,Entire home/apt,2726,1,157,3.96,11,49,Short-Term
9017,30days!  Sukhumvit NANA spacious 1BR 2PPL near BTS,Ratchathewi,13.75026,100.55433,Entire home/apt,1613,3,72,1.83,228,23,Short-Term
9080,"Mein Haus B @Bangpo ""Like your friend's house""",Bang Sue,13.80366,100.52226,Entire home/apt,1943,1,68,1.78,3,47,Short-Term
9175,Vintage 3BR @ OldTown~Pool/Boat/Train/Street Food,Bang Rak,13.7197,100.51678,Entire home/apt,2200,2,81,2.12,8,49,Short-Term
9184,Luxury Condo on Thong Lo/Ekamai with Hot Bath Tub,Khlong Toei,13.71838,100.5752,Entire home/apt,927,1,70,1.8,7,30,Short-Term
9261,Private Room near Khaosan Road with breakfast,Phra Nakhon,13.76182,100.50324,Private room,807,1,154,4.02,11,37,Short-Term
9262,Double Room 5 mins walk to Khaosan with breakfast,Phra Nakhon,13.76227,100.50252,Private room,783,1,81,2.11,11,57,Short-Term
9289,New!Near The Grand Palace/ASOK Station/Bankok,Khlong Toei,13.73603,100.55919,Entire home/apt,2243,1,80,2.07,228,48,Short-Term
9331,"14, Downtown Nana Phloinchit BTS, High Speed Wi-Fi",Vadhana,13.74454,100.55068,Entire home/apt,997,1,78,2.04,2,40,Short-Term
9337,位居曼谷Ekkamai 富人区，个人旅游首选,Vadhana,13.73093,100.56956,Entire home/apt,2000,3,5,2.17,6,5,Short-Term
9390,LUXURY room w/ river view ⭐️ located in city center,Bang Rak,13.72231,100.51738,Entire home/apt,2723,1,63,1.68,1,39,Short-Term
9407,Beautiful Thai Modern LUX 1BR/5 min BTS/Sky pool,Khlong Toei,13.72429,100.56423,Entire home/apt,1575,1,98,2.77,1,37,Short-Term
9420,F6.9新房源特惠/超值双卧套房/ 曼谷市中心/MRT素坤逸/BTSasok/ T21商城/无边泳池,Khlong Toei,13.73485,100.55881,Entire home/apt,2229,1,75,1.98,21,48,Short-Term
9422,Cozy private room 5 mins walk to KhaoSan,Phra Nakhon,13.76139,100.50079,Private room,807,1,30,5.08,11,30,Short-Term
9473,Shopping Center /Platinum/CTW/Siam暹罗中心/四面佛/夜市/美食街,Ratchathewi,13.75137,100.53954,Entire home/apt,1480,2,65,1.71,10,45,Short-Term
9508,Lovely flat close to Airport Link Station,Suanluang,13.74488,100.60367,Entire home/apt,890,1,115,3.05,2,70,Short-Term
9552,New Charming XL Studio in the heart of Bangkok,Vadhana,13.73869,100.56517,Entire home/apt,2500,1,86,2.3,1,49,Short-Term
9560,World Famous View! Luxurious 5⭐ Boat/Train/Markets,Bang Rak,13.72024,100.51653,Entire home/apt,3857,2,159,4.31,8,90,Short-Term
9576,SuperHost Studio Sukhumvit BTS Nana 5min 200M Wifi,Khlong Toei,13.73681,100.55233,Entire home/apt,2986,1,19,1.99,3,19,Short-Term
9599,Entire House for 10 ★Siam/Pratunam★2 mins to BTS,Ratchathewi,13.75643,100.53185,Entire home/apt,3750,2,78,2.1,4,57,Short-Term
9630,Charming 1BD near BTS Thonglor Japanese Onsen 2,Khlong Toei,13.7215871,100.5793354,Private room,1260,1,10,1.91,12,10,Short-Term
9781,Go​Goal​ Latkrabang​ delux​ queen size,Lat Krabang,13.71777,100.76563,Private room,650,1,6,2.09,2,6,Short-Term
9924,Hidden Gems of Bangkok ★Black-Gold room 300m. MRT★,Bangkok Yai,13.72734,100.47001,Entire home/apt,1800,1,3,1.96,4,3,Short-Term
9961,Apartment w/pool near Grand Palace & Khaosan Road,Bang Phlat,13.77680852635495,100.48399909682009,Private room,900,2,9,3.1,1,9,Short-Term
10060,"Siam Plaengna-Napee1 Room, Chatuchak",Chatu Chak,13.80775,100.56306,Private room,950,2,66,1.86,13,62,Short-Term
10195,"Bangkok - Sukhumvit 12, the green oasis",Khlong Toei,13.73553,100.55885,Entire home/apt,3033,1,108,3.01,9,65,Short-Term
10252,Newly Renovated Tranquil &Cozy Studio near BTS Ari,Phaya Thai,13.78326,100.55057,Entire home/apt,1531,1,34,1.89,11,30,Short-Term
10314,"Thitaree Resident
(ฐิตารีย์ เรสซิเดนซ์)",Don Mueang,13.91332183949998,100.58970629218544,Private room,576,1,3,2.25,3,3,Short-Term
10451,"Citadines Sukhumvit 8, Studio Executive",Khlong Toei,13.73671,100.55647,Entire home/apt,3067,1,10,1.96,3,10,Short-Term
10531,"BTS Saphankhwai, ARI, Chatuchak, JJ mall - Deluxe",Phaya Thai,13.79078,100.54848,Entire home/apt,1123,1,67,3.1,4,40,Short-Term
10533,"BTS Saphankhwai, ARI, Chatuchak, JJ mall - Studio",Phaya Thai,13.79078,100.54848,Entire home/apt,953,1,206,6.09,4,141,Short-Term
10591,The Mulberry Bangkok Khaosan Road (Superior King),Phra Nakhon,13.75755,100.498,Private room,1336,1,11,2.26,6,11,Short-Term
10601,"28SQM Studio, Ratchathewi BTS, SIAM, MBK, Platinum",Ratchathewi,13.75271,100.52963,Private room,770,1,22,2.32,3,22,Short-Term
10631,2BR Apt 5 mins to BTS​ Phrakanong​,Vadhana,13.71568,100.59789,Entire home/apt,1590,1,16,2.4,7,16,Short-Term
10681,Sukhumvit 31 Stunning Suite,Vadhana,13.73893,100.56704,Entire home/apt,3000,2,43,2.5,1,39,Short-Term
10686,Cozy 2 bedroom condo in great location,Ratchathewi,13.75053,100.5549,Entire home/apt,2829,2,5,2.08,1,5,Short-Term
10691,New Modern 2 Bedroom near Airport Rail Link,Bang Kapi,13.746672,100.606216,Entire home/apt,1690,3,13,1.81,6,13,Short-Term
10716,New!  city center / ASOK Station / 2PPL 1BR,Khlong Toei,13.72307,100.5616,Entire home/apt,1919,1,89,2.71,228,44,Short-Term
10717,New!Near The Grand Palace/ASOK Station/4PPL,Khlong Toei,13.73404,100.55893,Entire home/apt,3086,1,29,2.87,32,29,Short-Term
10843,Standard room king bed opposite Donmueang airport,Don Mueang,13.91224,100.59194,Private room,800,1,34,2.75,2,33,Short-Term
10888,T6 31 New​Luxury​ BTS​ Phromphong​near,Khlong Toei,13.72474,100.56461,Entire home/apt,1344,1,55,1.79,39,44,Short-Term
10909,HEARTWARMING APARTMENT:3BR/MRT/POOL/,Huai Khwang,13.76122,100.56945,Entire home/apt,6071,1,53,1.75,44,44,Short-Term
10917,"Studio BTS Ratchatevi, Siam, MBK, Platinum, 205",Ratchathewi,13.75232,100.5276,Private room,800,1,22,2.16,2,22,Short-Term
10926,city center/ASOK/ 2PPL 1BR/pool/GYM/T21/Sukhumvit,Khlong Toei,13.72492,100.56089,Entire home/apt,1919,1,30,4.19,228,30,Short-Term
10941,Garden and pool Villa bangkok MRT 独栋，网红民宿,Bang Phlat,13.8017,100.50932,Entire home/apt,6300,1,13,3.28,1,13,Short-Term
10949,1 bedroom with pool,Bang Rak,13.73074,100.53179,Entire home/apt,2371,5,42,3.46,1,42,Short-Term
10983,长租特惠！市中心Asok素坤逸站步行5分钟高级公寓!四面佛10分钟直达!无边泳池GYM#CR,Khlong Toei,13.73385,100.55855,Entire home/apt,2343,1,36,2.67,32,34,Short-Term
11056,Studio 31 @Sukhumvit-10mins to BTS Ekkamai,Khlong Toei,13.71487,100.58891,Private room,964,3,2,1.76,4,2,Short-Term
11075,"BTS Sapankhwai, ARI, JJ Mall - Standard",Phaya Thai,13.79178,100.54806,Entire home/apt,801,1,23,1.84,4,22,Short-Term
11080,【LARGE 2BR】0-min BTS ASOK ※ NETFLIX  ※ WIFI ※ POOL,Khlong Toei,13.73805,100.55898,Entire home/apt,4257,1,61,2.03,23,56,Short-Term
11135,BTS Nana★Office★Bumrungraj★Sukhumvit★Nitelife★Mall,Vadhana,13.743671,100.552361,Entire home/apt,1243,2,61,2.12,13,44,Short-Term
11141,Baan Sri-kram 550m from MRT Taopoon - 3BR,Bang Sue,13.8056,100.53624,Entire home/apt,2171,2,9,1.68,32,9,Short-Term
11147,Near The Grand Palace/ASOK Station/Sukhumvit,Khlong Toei,13.73514,100.55855,Entire home/apt,2057,1,53,2.09,32,31,Short-Term
11224,Spacious Studio Room w/Kitchenette @Phromphong BTS,Vadhana,13.7303,100.57181,Entire home/apt,1193,1,48,2.01,10,41,Short-Term
11240,Cozy house with private pool,Phra Khanong,13.68261,100.62951,Entire home/apt,5714,1,6,1.89,18,6,Short-Term
11263,KingsizeBed@Hotel/CityHeart/5minBTS/Free Breakfast,Khlong Toei,13.72868,100.56853,Private room,3143,1,41,1.68,19,33,Short-Term
11265,BTS Nana★Nite Life★shortwalk★Malls★Hospital★Office,Vadhana,13.74285,100.55341,Entire home/apt,1200,2,46,1.9,13,36,Short-Term
11278,1bed @bts thonglo big pool,Khlong Toei,13.717,100.57527,Entire home/apt,1581,3,53,2.18,25,44,Short-Term
11281,free clean！1bed room bts thonglo  Apartment,Khlong Toei,13.71778,100.57516,Entire home/apt,1581,3,23,1.85,25,20,Short-Term
11282,Near The Grand Palace/ASOK Station/Sukhumvit,Khlong Toei,13.73681,100.55891,Entire home/apt,1971,1,44,1.84,99,19,Short-Term
11284,Near The Grand Palace/ASOK Station/Sukhumvit,Khlong Toei,13.73567,100.55713,Entire home/apt,1879,1,42,1.72,49,20,Short-Term
11293,Deer : A warm welcoming room near Silom center,Bang Rak,13.72317,100.51959,Entire home/apt,954,1,7,1.89,19,7,Short-Term
11316,BTS Nana★Bumrungrad★ShopingMall★Massages★Nitelifes,Vadhana,13.74486,100.55176,Entire home/apt,1200,2,65,2.49,13,52,Short-Term
11356,New! Gateway/ Bangkok University 1BR 2PPL near BTS,Khlong Toei,13.71816,100.58469,Entire home/apt,1956,1,50,2.07,99,36,Short-Term
11372,Private Room with Bathroom near MRT Phra Ram 9,Din Daeng,13.75733,100.56341,Private room,750,1,13,1.75,3,13,Short-Term
11380,New! Gateway/ Bangkok University 1BR 2PPL near BTS,Khlong Toei,13.71806,100.5845,Entire home/apt,2099,1,56,2.22,32,32,Short-Term
11381,Vintage Room with Bathroom near MRT Phra Ram 9,Din Daeng,13.75654,100.56339,Private room,800,2,33,2.58,3,30,Short-Term
11382,Comfy Room with Bathroom near MRT Phra Ram 9,Din Daeng,13.75813,100.562,Private room,757,1,44,1.69,3,39,Short-Term
11445,Brandnew Luxury highrise Apt with amazing Facility,Khlong Toei,13.71676,100.5694,Entire home/apt,2157,3,8,3.33,4,8,Short-Term
11459,Monthly! CENTRAL+2 beds@BTS Asok&MRT SUKHUMVIT(07),Khlong Toei,13.7374,100.5591,Entire home/apt,3780,1,50,2.24,24,40,Short-Term
11461,Sabai Sabai Houseboat BKK Priv. Bathr.Cabin,Phra Nakhon,13.75055,100.49306,Private room,1800,1,50,2.2,5,35,Short-Term
11551,Home away from Home Apartment in Thonglor,Vadhana,13.72519,100.58107,Entire home/apt,2000,3,24,1.99,5,24,Short-Term
11561,"Cozy Minimal Studio Room, 5minWalk to MRT#25",Bang Sue,13.81814,100.52825,Entire home/apt,876,2,7,1.89,4,7,Short-Term
11573,SALE!!Near The Grand Palace/ASOK Station/Sukhumvit,Khlong Toei,13.73688,100.5573,Entire home/apt,1971,1,44,1.95,99,30,Short-Term
11582,Weekly! CENTRAL +2 beds@BTS Asok&MRT SUKHUMVIT(19,Khlong Toei,13.73552,100.55888,Entire home/apt,3809,1,58,2.68,24,45,Short-Term
11583,Monthly・CENTRAL BANGKOK@BTS Asok&MRT SUKHUMVIT,Khlong Toei,13.73641,100.55902,Entire home/apt,2466,1,49,2.32,24,32,Short-Term
11584,Monthly・CENTRAL BANGKOK@BTS Asok&MRT SUKHUMVIT,Khlong Toei,13.7374,100.55879,Entire home/apt,2415,1,48,2.22,24,35,Short-Term
11590,NEW！2BR@Asok&Sukhumvit#Near Terminal 21&Nana#Max4,Khlong Toei,13.73704,100.55882,Entire home/apt,4487,1,39,2.34,24,31,Short-Term
11594,2 Beds/Siam/Central World/Nana Bar Street,Ratchathewi,13.75124,100.55518,Entire home/apt,1600,2,5,2.03,44,5,Short-Term
11604,Entire 3 bed apartment in Chidlom,Parthum Wan,13.743,100.54444,Entire home/apt,3600,3,43,2.42,5,36,Short-Term
11626,Breezy Condo Next To St Food&Night Life: XII,Vadhana,13.74661,100.55914,Entire home/apt,1000,30,35,1.74,36,28,Long-Term
11633,2BR@Asok&Sukhumvit#Near Terminal 21&Nana#Max4(18),Khlong Toei,13.73646,100.55903,Entire home/apt,4499,1,59,2.76,24,48,Short-Term
11635,Weekly・2BR@Asok&Sukhumvit#Near Terminal 21&Nana,Khlong Toei,13.7355,100.55911,Entire home/apt,4586,1,50,2.48,24,37,Short-Term
11643,Private Studio Appartment By the River (4th Floor),Bang Phlat,13.78149,100.49962,Private room,1200,2,9,2.13,3,9,Short-Term
11646,"Central, Nordic-Style, River View&3min to Skytrain",Bang Rak,13.72044,100.51778,Entire home/apt,1886,1,86,4.43,3,69,Short-Term
11673,A house on the roof- 4 bedrooms - Bangna/Sukhumvit,Bang Na,13.67456,100.60023,Entire home/apt,6926,2,4,1.74,2,4,Short-Term
11682,♡50%OFF✿Luxury1BR@BTS Thonglor 10m,Khlong Toei,13.72451,100.57747,Entire home/apt,2001,1,19,3.85,48,19,Short-Term
11717,MRT Subway Wat Mangkon COZY condominium#5,Pom Prap Sattru Phai,13.7427,100.50975,Entire home/apt,969,1,28,2.03,89,26,Short-Term
11727,✿全新♡Local生活便利✿高层池景房•市区•BTS@ONNUT•可做饭•近莲花超市夜市B#E9,Khlong Toei,13.70704,100.60017,Entire home/apt,1157,1,25,1.99,48,24,Short-Term
11728,Near The Grand Palace/ASOK Station/Sukhumvit,Khlong Toei,13.73555,100.55883,Entire home/apt,2986,1,31,1.91,32,24,Short-Term
11730,BTS Nana*Pool&Gym on same fl. *NiteLife*7/11*Shops,Vadhana,13.74302,100.55349,Entire home/apt,1200,2,41,2.99,13,35,Short-Term
11732,Siamese Sukhumvit 87-1BR Duplex near BTS On Nut,Phra Khanong,13.701551,100.603775,Private room,3461,1,263,18.31,1,246,Short-Term
11733,1min to BTS On-Nut/2BR-Highfloor-Poolview-Sunny,Vadhana,13.70674,100.60212,Entire home/apt,1661,1,26,2.61,48,26,Short-Term
11744,New Open! CENTRAL BANGKOK @BTS Asok&MRT SUKHUMVIT,Khlong Toei,13.73739,100.55908,Entire home/apt,3700,1,43,2.38,24,38,Short-Term
11745,Apartment in Ekkamai 1 bedroom.,Vadhana,13.7323,100.59371,Entire home/apt,1080,1,18,2.97,1,18,Short-Term
11746,Monthly・2BRAsok&Sukhumvit#Near Terminal 21&Nana#4F,Khlong Toei,13.73694,100.55735,Entire home/apt,4140,1,34,2.38,24,26,Short-Term
11747,Monthly・2BR@Asok&Sukhumvit#NearTerminal 21#Max4#4F,Khlong Toei,13.73514,100.55745,Entire home/apt,4384,1,31,2.36,24,30,Short-Term
11749,Monthly! 7F100m2~!2BR Sukhumvit#Terminal 21#3Beds,Khlong Toei,13.7369,100.55898,Entire home/apt,7830,1,44,2.43,24,37,Short-Term
11751,2BR！New! Near The Grand Palace/ASOK Station/Pool,Khlong Toei,13.73707,100.55911,Entire home/apt,4771,1,35,2.04,99,34,Short-Term
11753,Monthly! 8F! CENTRAL#2 beds@BTS Asok&MRT SUKHUMVIT,Khlong Toei,13.73561,100.55882,Entire home/apt,3563,1,23,1.7,24,21,Short-Term
11764,1BR! !Near The Grand Palace/ASOK Station/Sukhumvit,Khlong Toei,13.73515,100.5589,Entire home/apt,2500,1,27,1.93,99,24,Short-Term
11769,Private Studio Appartment By the River (2nd Floor),Bang Phlat,13.78017,100.50011,Entire home/apt,1200,2,19,3.45,3,19,Short-Term
11775,Large bedroom apartment sukhumvit walkdistance BTS,Suanluang,13.71018,100.60593,Private room,650,1,10,2.33,11,10,Short-Term
11787,Brand New! 1 bed apartment at Phra Khnong,Vadhana,13.71379,100.59914,Entire home/apt,829,4,25,1.83,4,23,Short-Term
11792,Siamese Exclusive 42-1BR Duplex near BTS Ekkamai,Khlong Toei,13.717441,100.585014,Entire home/apt,6739,1,37,2.38,7,32,Short-Term
11796,A designer's house in Sukhumvit,Phra Khanong,13.699337005615234,100.609130859375,Entire home/apt,3225,1,3,3.0,1,3,Short-Term
11808,Weekly・7F100m2~!2BR Asok&Sukhumvit#3Beds,Khlong Toei,13.73515,100.55687,Entire home/apt,7545,1,30,1.9,24,27,Short-Term
11810,Monthly!2BR@Asok&Sukhumvit#Near Terminal 21#Max6,Khlong Toei,13.73705,100.55736,Entire home/apt,5277,1,48,3.14,24,43,Short-Term
11817,Monthly・CENTRAL+2 beds@BTS Asok&MRT SUKHUMVIT(09),Khlong Toei,13.73577,100.55739,Entire home/apt,3588,1,25,1.74,24,23,Short-Term
11818,Lovely and central 1 br @ Sukhumvit BTS Nana,Khlong Toei,13.73874,100.55286,Entire home/apt,800,2,21,2.57,1,21,Short-Term
11826,Deluxe Twin Beds Room,Ratchathewi,13.75743,100.52502,Private room,1300,1,26,1.89,4,24,Short-Term
11828,1-bedroom Rich Park @Triple Station,Suanluang,13.7377,100.64201,Entire home/apt,800,1,11,1.72,1,11,Short-Term
11834,7F34#Monthly#Pool&BTS Nana&MRT Sukhumvit&Max4ppl,Khlong Toei,13.74085,100.55492,Entire home/apt,3909,1,32,2.83,49,32,Short-Term
11835,Designer Loft with Stunning RiverView Free Pick-Up,Bang Rak,13.72068,100.51736,Entire home/apt,16843,2,40,2.6,8,35,Short-Term
11844,Stay with Style @ MANGO BALCONY,Din Daeng,13.77712,100.56582,Entire home/apt,4201,2,24,1.7,3,21,Short-Term
11850,Siamese Exclusive Queens-Twin 58 SQM/5min walk MRT,Khlong Toei,13.72617,100.561928,Entire home/apt,6492,1,128,8.14,7,118,Short-Term
11851,Siamese Exclusive Queens-2BR 77 SQM/5 min walk MRT,Khlong Toei,13.723146,100.55954,Entire home/apt,9286,1,87,5.1,7,80,Short-Term
11861,Baan BT,Lat Krabang,13.71824,100.77841,Private room,750,1,2,2.0,1,2,Short-Term
11881,Family room near Grand Palace,Phra Nakhon,13.74632,100.49632,Entire home/apt,1000,1,32,5.82,2,32,Short-Term
11888,MRT subway Wat Mangkon COZY condominium#8,Samphanthawong,13.74154,100.50749,Entire home/apt,969,1,5,2.83,89,5,Short-Term
11898,2-BTS Thong Lo free swimming pool and gym,Khlong Toei,13.71653,100.57684,Entire home/apt,1581,7,43,2.63,45,41,Short-Term
11899,1-BTS S5 Surasak900米 近湄南河码头 ·摩天轮夜市 免费游泳池·中文接待·曼谷中心,Sathon,13.7081,100.52191,Entire home/apt,1084,3,51,2.97,45,48,Short-Term
11903,LUXURY CONDO IN BANGKOK WITH ALL THE AMENITIES!!!,Bang Rak,13.72531,100.52619,Entire home/apt,2944,30,2,2.0,1,2,Long-Term
11906,BTS Nana★Tourist HiLight★Lively Sukhumvit rd★Malls,Vadhana,13.74301,100.55319,Entire home/apt,1500,2,36,2.86,13,33,Short-Term
11942,7楼studio公寓cs/曼谷城市中心/出行便利/靠近BTS MRT 双轨交汇/,Khlong Toei,13.73626,100.55719,Entire home/apt,1529,2,23,2.14,29,23,Short-Term
11943,3楼studio公寓/ 曼谷城市中心/出行便利/双轨交汇/靠近bts mrt/,Khlong Toei,13.73488,100.5572,Entire home/apt,1714,1,57,4.61,29,55,Short-Term
11948,7楼精致studio公寓/曼谷城市中心/出行便利/靠近bts asoke站 mrt双轨交汇处/,Khlong Toei,13.73669,100.55676,Entire home/apt,1800,2,57,4.94,29,57,Short-Term
11953,Peaceful 5-bedroom house in Soi Rangnam,Ratchathewi,13.758097392947814,100.539930717031,Entire home/apt,6000,1,29,2.09,1,26,Short-Term
11955,8F42#Pool&BTS Nana&MRT Sukhumvit&Max4ppl,Vadhana,13.74675,100.55681,Entire home/apt,3579,1,45,3.41,49,43,Short-Term
11956,8F45#Pool&BTS Nana&MRT Sukhumvit&Max4ppl,Vadhana,13.74485,100.55556,Entire home/apt,3579,1,32,2.62,49,32,Short-Term
11957,8F47#Pool&BTS Nana&MRT Sukhumvit&Max4ppl,Vadhana,13.74486,100.55617,Entire home/apt,3994,1,43,3.31,49,40,Short-Term
11959,8F52#Pool&BTS Nana&MRT Sukhumvit&Max4ppl,Vadhana,13.74712,100.55686,Entire home/apt,3725,1,22,2.42,49,22,Short-Term
11960,9F55#Pool&BTS Nana&MRT Sukhumvit&Max4ppl,Vadhana,13.74494,100.55532,Entire home/apt,3909,1,34,2.73,49,33,Short-Term
